budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,revenue,runtime,status,title,vote_average,vote_count,cast,year,director,producer
2500000,Drama,46849,Drama,en,0.301884,Gold/Miller Productions | 120dB Films | Paradise Productions | Quantum Entertainment | MovieBank | Galaxy Productions,United States of America,71904,100.0,Released,Eye of the Dolphin,7.1,7,Carly Schroeder | Adrian Dunbar,2007,Michael D. Sellers,
0,Documentary,40428,Documentary,en,0.424957,Unknown,Unknown,0,80.0,Released,8: The Mormon Proposition,5.5,6,Rocky Mayor Anderson | Matt Aune,2010,Reed Cowan,
14000000,Comedy | Romance,17334,Comedy | Romance,en,3.393648,Adlabs Films Ltd. | Metro-Goldwyn-Mayer Pictures | Hyde Park Entertainment | Brass Hat Films,India | United Kingdom | United States of America,0,106.0,Released,The Other End of the Line,6.1,50,Jesse Metcalfe | Austin Basis,2008,James Dodson,
0,Horror | Thriller,1698,Horror | Thriller,de,5.025938,Claussen + Wöbke Filmproduktion GmbH,Germany,0,103.0,Released,Anatomy,6.1,61,Franka Potente | Benno Fürmann,2000,Stefan Ruzowitzky,Jakob Claussen
2500000,Drama | Science Fiction | Thriller,20764,Drama | Science Fiction | Thriller,en,4.624691,Likely Story,Mexico | United States of America,107559,90.0,Released,Sleep Dealer,6.0,40,Leonor Varela | Jacob Vargas,2008,Alex Rivera,
2500000,Comedy | Action | Drama,45132,Comedy | Action | Drama,en,12.204569,This Is That Productions | Ambush Entertainment | Crimson Bolt,United States of America,324138,96.0,Released,Super,6.6,441,Rainn Wilson | Ellen Page,2010,James Gunn,Ted Hope
0,Comedy | Family,76706,Comedy | Family,en,0.630226,Unknown,United States of America,0,89.0,Released,Christmas Mail,5.0,15,Ashley Scott | A.J. Buckley,2010,John Murlowski,
2500000,Comedy | Horror,254472,Comedy | Horror,de,4.270489,Rat Pack Filmproduktion | XYZ Films,United States of America | Germany,0,87.0,Released,Stung,4.9,63,Matt O'Leary | Jessica Cook,2015,Benni Diez,Christian Becker
35000000,Horror,332285,Horror,en,3.674294,Hideaway Pictures | Traverse Media | Culmination Productions,United States of America,0,94.0,Released,Antibirth,4.8,40,Natasha Lyonne | Chloë Sevigny,2016,Danny Perez,Natasha Lyonne
2400000,Drama,49471,Drama,en,4.623059,Columbia Pictures | 40 Acres & A Mule Filmworks,United States of America,5731103,120.0,Released,Get on the Bus,7.0,11,Ossie Davis | Charles S. Dutton,1996,Spike Lee,
0,Drama | Horror | Thriller,13569,Drama | Horror | Thriller,en,1.946715,MovieRoom Productions,Poland | United States of America,0,101.0,Released,Thr3e,4.8,21,Marc Blucas | Justine Waddell,2006,Robby Henson,
30000000,Adventure | Comedy | Science Fiction,7512,Adventure | Comedy | Science Fiction,en,27.940093,Twentieth Century Fox Film Corporation | Ternion Pictures,United States of America,495303,84.0,Released,Idiocracy,6.3,664,Luke Wilson | Maya Rudolph,2006,Mike Judge,Mike Judge
2500000,Crime,356216,Crime,en,1.759506,Carnaby International | Saracen Films | Torn Pictures,United Kingdom,0,110.0,Released,The Rise of the Krays,4.5,19,Kevin Leslie | Simon Cotton,2015,Zackary Adler,Sebastian Brown
2380000,Drama | Crime,11798,Drama | Crime,en,8.395624,EM Media | UK Film Council | Screen Yorkshire | Big Arty Productions,United Kingdom,8176544,101.0,Released,This Is England,7.4,363,Thomas Turgoose | Stephen Graham,2006,Shane Meadows,Tessa Ross
2361000,Comedy | Music,43546,Comedy | Music,en,0.628051,Metro-Goldwyn-Mayer (MGM),United States of America,6892000,101.0,Released,Bathing Beauty,7.0,4,Red Skelton | Esther Williams,1944,George Sidney,Jack Cummings
2450000,Drama | Family,61038,Drama | Family,en,0.500753,Pantelion Film,United States of America,0,105.0,Released,Go for It!,4.6,5,Aimee Garcia | Al Bandiero,2011,Carmen Marron,
2300000,Music | Romance,17820,Music | Romance,en,1.606314,Metro-Goldwyn-Mayer (MGM),United States of America,11000000,107.0,Released,Show Boat,6.9,18,Howard Keel | Kathryn Grayson,1951,George Sidney,Arthur Freed
0,Drama,74457,Drama,en,0.197264,Heavy Duty Entertainment | MVP Films | Liberty Road Entertainment,Unknown,0,91.0,Released,Redemption Road,4.7,6,Michael Clarke Duncan | Morgan Simpson,2011,Mario Van Peebles,
0,Thriller,283384,Thriller,en,5.759493,Darius Films | Manis Film | Breaking Ball Films | Stage 6 Films,Canada | United States of America,0,108.0,Released,The Calling,5.6,88,Susan Sarandon | Gil Bellows,2014,Jason Stone,Randy Manis
2000000,Fantasy | Adventure | Animation | Comedy | Family | Music,19933,Fantasy | Adventure | Animation | Comedy | Family | Music,en,6.86302,The Kushner-Locke Company | Hyperion Pictures,United States of America,0,90.0,Released,The Brave Little Toaster,6.7,93,Jon Lovitz | Timothy Stack,1987,Jerry Rees,Donald Kushner
2280000,Animation | Family | Music,756,Animation | Family | Music,en,32.875469,Walt Disney Pictures,United States of America,83320000,124.0,Released,Fantasia,7.2,808,Deems Taylor | Walt Disney,1940,David Hand,Walt Disney
4000000,Horror | Thriller,9728,Horror | Thriller,en,14.206525,Paramount Pictures | Jason Productions,United States of America,36690067,95.0,Released,Friday the 13th Part III,5.7,254,Dana Kimmell | Paul Kratka,1982,Steve Miner,
2200000,Horror | Thriller,9731,Horror | Thriller,en,12.639469,Paramount Pictures | Georgetown Productions Inc.,United States of America,21930418,92.0,Released,Friday the 13th: A New Beginning,5.1,196,Melanie Kinnaman | John Shepherd,1985,Danny Steinmann,Frank Mancuso Jr.
0,Drama,9916,Drama,en,2.371477,Unknown,United States of America,0,117.0,Released,The Last Sin Eater,6.2,11,Louise Fletcher | Henry Thomas,2007,Michael Landon Jr.,Brian Bird
0,Fantasy | Drama,309425,Fantasy | Drama,en,2.470443,Believe Entertainment | Pure Flix Entertainment | Toy Gun Films | 10 West Studios,United States of America,0,115.0,Released,Do You Believe?,6.6,48,Mira Sorvino | Sean Astin,2015,Jon Gunn,David A.R. White
0,Thriller | Romance,14156,Thriller | Romance,en,1.532518,Unknown,United States of America,0,90.0,Released,Impact Point,5.7,5,Brian Austin Green | Melissa Keller,2008,Hayley Cloake,
2160000,Drama,43610,Drama,en,0.1813,Metro-Goldwyn-Mayer (MGM),United States of America,9132000,119.0,Released,The Valley of Decision,5.8,4,Greer Garson | Gregory Peck,1945,Tay Garnett,Edwin H. Knopf
2300000,Thriller | Drama,360339,Thriller | Drama,en,2.713171,Ombra Films | Perlapartment Pictures | Gobsmack | H&H Creative Ventures,Malaysia | Spain | United States of America,0,97.0,Released,Eden,5.6,19,Jessica Lowndes | Ethan Peck,2015,Shyam Madiraju,
0,Romance | Comedy | Music,297621,Romance | Comedy | Music,en,2.025701,Sunrise Films,United States of America,0,90.0,Released,There's Always Woodstock,5.4,12,Allison Miller | James Wolk,2014,Rita Merson,
0,Action | Comedy | Horror,16205,Action | Comedy | Horror,en,2.659804,Brookstreet Pictures | Sound Venture Productions,Canada,0,85.0,Released,Jack Brooks: Monster Slayer,5.7,59,Robert Englund | Trevor Matthews,2007,Jon Knautz,Patrick White
0,Crime | Drama,9517,Crime | Drama,en,6.677093,StudioCanal,United Kingdom | United States of America | France,480811,113.0,Released,Bully,6.7,125,Brad Renfro | Bijou Phillips,2001,Larry Clark,Don Murphy
0,Comedy | Drama,6007,Comedy | Drama,en,2.526356,Maipo Film- og TV Produksjon,Norway,0,89.0,Released,Elling,7.0,51,Per Christian Ellefsen | Sven Nordin,2001,Petter Næss,Dag Alveberg
1500000,Horror | Mystery,8329,Horror | Mystery,es,31.691617,Filmax,Spain,30448000,78.0,Released,[REC],7.1,934,Manuela Velasco | Ferran Terraza,2007,Jaume Balagueró,Julio Fernández
0,Drama | Mystery | Thriller,69640,Drama | Mystery | Thriller,en,0.47909,Unknown,Unknown,0,88.0,Released,Lies in Plain Sight,4.5,4,Martha Higareda | Chad Michael Murray,2010,Patricia Cardoso,
0,Thriller | Horror | Science Fiction,347548,Thriller | Horror | Science Fiction,en,2.122451,Bright Cold Day Films | Patchwork Productions | Bandoola Productions,United Kingdom,0,77.0,Released,Containment,5.1,36,Louise Brealey | Lee Ross,2015,Neil Mcenery-West,Christine Hartland
0,Adventure | Drama | Western,322443,Adventure | Drama | Western,de,0.803761,ANA Media,United States of America,0,81.0,Released,The Timber,4.1,15,James Ransone | Elisa Lasowski,2015,Anthony O'Brien,Scott Einbinder
2000000,Action | Thriller | Adventure,657,Action | Thriller | Adventure,en,41.298723,United Artists | Eon Productions | Danjaq,United Kingdom,78898765,115.0,Released,From Russia with Love,6.9,760,Sean Connery | Daniela Bianchi,1963,Terence Young,Albert R. Broccoli
0,Comedy | Horror | Action,28165,Comedy | Horror | Action,en,1.791331,Troma Entertainment,United States of America,0,96.0,Released,The Toxic Avenger Part II,5.3,39,Ron Fazio | John Altamura,1989,Lloyd Kaufman,Lloyd Kaufman
2000000,Comedy | Romance | Science Fiction,11561,Comedy | Romance | Science Fiction,en,10.664202,Rollins-Joffe Productions,United States of America,18344729,89.0,Released,Sleeper,7.0,200,Woody Allen | Diane Keaton,1973,Woody Allen,Charles H. Joffe
2000000,Comedy,11624,Comedy,en,13.223111,United Artists,United States of America,18016290,88.0,Released,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215,Woody Allen | John Carradine,1972,Woody Allen,Charles H. Joffe
2000000,Crime | Drama,595,Crime | Drama,en,22.139842,Universal Pictures,United States of America,13129846,129.0,Released,To Kill a Mockingbird,8.0,657,Gregory Peck | Brock Peters,1962,Robert Mulligan,Alan J. Pakula
2000000,Adventure | Action | Thriller | Science Fiction,8810,Adventure | Action | Thriller | Science Fiction,en,37.117362,Kennedy Miller Productions,Australia,24600832,95.0,Released,Mad Max 2: The Road Warrior,7.3,957,Mel Gibson | Bruce Spence,1981,George Miller,Byron Kennedy
0,Action | Comedy,12207,Action | Comedy,cn,15.046612,Paragon Films Ltd. | Golden Harvest Company Ltd.,Hong Kong,0,102.0,Released,The Legend of Drunken Master,7.2,242,Jackie Chan | Anita Mui,1994,Liu Chia-Liang,Eric Tsang
2000000,Crime | Drama,226,Crime | Drama,en,15.557144,Fox Searchlight Pictures | The Independent Film Channel Productions | IFC Films | Killer Films | Hart-Sharp Entertainment,United States of America,11540607,118.0,Released,Boys Don't Cry,7.2,353,Hilary Swank | Chloë Sevigny,1999,Kimberly Peirce,John Sloss
2000000,Horror | Mystery,92182,Horror | Mystery,en,11.66632,Elle Driver | Tazora Films,France | United States of America,13101672,85.0,Released,Silent House,5.2,125,Elizabeth Olsen | Adam Trese,2011,Chris Kentis,Laura Lau
2000000,Drama | Thriller,582,Drama | Thriller,de,34.938177,Arte | Wiedemann & Berg Filmproduktion | Creado Film | Bayerischer Rundfunk (BR),Germany,70000000,137.0,Released,The Lives of Others,7.9,958,Martina Gedeck | Ulrich Mühe,2006,Florian Henckel von Donnersmarck,Max Wiedemann
1000000,Drama,72213,Drama,en,5.961119,TriStar Pictures | Provident Films | Affirm Films | Sherwood Pictures | Alabama Production Group,United States of America,34522221,129.0,Released,Courageous,6.8,77,Alex Kendrick | Ken Bevel,2011,Alex Kendrick,
2000000,Drama,990,Drama,en,17.639478,Twentieth Century Fox Film Corporation | Rossen Films,United States of America,7600000,134.0,Released,The Hustler,7.6,240,Paul Newman | Jackie Gleason,1961,Robert Rossen,Robert Rossen
2000000,Adventure | Drama | Romance,55604,Adventure | Drama | Romance,en,1.867004,Metro-Goldwyn-Mayer (MGM),United States of America,9172000,119.0,Released,Boom Town,6.5,8,Clark Gable | Spencer Tracy,1940,Jack Conway,Sam Zimbalist
8000000,Adventure | Animation | Comedy | Drama,9662,Adventure | Animation | Comedy | Drama,fr,13.944645,Sony Pictures Classics | Production Champion | Vivi Film,France | Belgium | Canada | United Kingdom,1477676,80.0,Released,The Triplets of Belleville,7.3,231,Béatrice Bonifassi | Lina Boudreau,2003,Sylvain Chomet,Didier Brunner
0,Drama | Comedy,20862,Drama | Comedy,en,2.304552,Miramax Films | ShadowCatcher Entertainment,Canada | United States of America,0,89.0,Released,Smoke Signals,6.6,24,Adam Beach | Evan Adams,1998,Chris Eyre,
0,Comedy | Drama,2771,Comedy | Drama,en,7.792851,Unknown,United States of America,6003587,101.0,Released,American Splendor,7.1,120,Paul Giamatti | Hope Davis,2003,Shari Springer Berman,
2700000,Drama | Romance,80,Drama | Romance,en,14.799323,Castle Rock Entertainment | Detour Film Production | Warner Independent Pictures (WIP),United States of America,15992615,80.0,Released,Before Sunset,7.6,718,Ethan Hawke | Julie Delpy,2004,Richard Linklater,Richard Linklater
2000000,Drama | Thriller,55,Drama | Thriller,es,23.281616,Altavista Films | Zeta Film,Mexico,20908467,154.0,Released,Amores perros,7.6,521,Gael García Bernal | Vanessa Bauche,2000,Alejandro González Iñárritu,Alejandro González Iñárritu
2000000,Crime | Drama,11023,Crime | Drama,en,20.331593,Fox Searchlight Pictures | Sound for Film | Working Title Films | Antidote Films (I),United States of America,4601043,100.0,Released,Thirteen,6.7,339,Evan Rachel Wood | Nikki Reed,2003,Catherine Hardwicke,Holly Hunter
2000000,Drama | Romance,33667,Drama | Romance,en,5.381536,Twentieth Century Fox Film Corporation,United States of America,7800000,118.0,Released,Gentleman's Agreement,6.8,47,Gregory Peck | Dorothy McGuire,1947,Elia Kazan,Darryl F. Zanuck
2000000,Drama,39013,Drama,en,20.834883,Anonymous Content | Winter's Bone Productions,United States of America,13831503,100.0,Released,Winter's Bone,6.8,565,Jennifer Lawrence | John Hawkes,2010,Debra Granik,
0,Documentary | Action | Adventure,11194,Documentary | Action | Adventure,en,14.045887,Darlow Smithson Productions | UK Film Council | PBS | Film4,United Kingdom,13885802,106.0,Released,Touching the Void,7.6,138,Brendan Mackey | Nicholas Aaron,2003,Kevin Macdonald,Paul Trijbits
2000000,Drama | Music | Romance,43839,Drama | Music | Romance,en,0.483974,Twentieth Century Fox Film Corporation,United States of America,4000000,106.0,Released,Alexander's Ragtime Band,4.8,6,Tyrone Power | Alice Faye,1938,Henry King,
0,Comedy | Drama,1382,Comedy | Drama,en,9.719094,IFC Films,United States of America,0,90.0,Released,Me and You and Everyone We Know,7.0,107,Miranda July | John Hawkes,2005,Miranda July,Jonathan Sehring
2000000,Documentary,44639,Documentary,en,16.930914,Sony Pictures Classics | Sony Pictures Home Entertainment,United States of America,7871522,109.0,Released,Inside Job,7.7,286,Matt Damon | William Ackman,2010,Charles Ferguson,Jeffrey Lurie
6000000,Drama | Music | Romance,301351,Drama | Music | Romance,en,28.819424,Working Title Films,United Kingdom | United States of America | France,11122090,96.0,Released,We Are Your Friends,6.3,658,Zac Efron | Emily Ratajkowski,2015,Max Joseph,Tim Bevan
0,Crime | Drama,4816,Crime | Drama,en,18.223139,Bac Films | Pandora Filmproduktion | Degeto Film | ARD | JVC Entertainment Networks | Canal+ | Plywood Productions,United States of America,0,116.0,Released,Ghost Dog: The Way of the Samurai,7.2,298,Forest Whitaker | Cliff Gorman,1999,Jim Jarmusch,Jim Jarmusch
2000000,Crime | Drama | Thriller | Action,7873,Crime | Drama | Thriller | Action,en,12.999023,The Weinstein Company,United States of America,5967038,120.0,Released,Harsh Times,6.3,197,Christian Bale | Freddy Rodríguez,2005,David Ayer,Andrea Sperling
2000000,Crime | Drama | Thriller,331190,Crime | Drama | Thriller,en,6.728882,Itaca Films | BN Films | Brightside Entertainment | 1019 Entertainment | Yoruba Saxon Productions,United States of America,2801508,97.0,Released,Captive,5.6,92,Kate Mara | David Oyelowo,2015,Jerry Jameson,Ralph Winter
2000000,Comedy | Drama | Romance,15186,Comedy | Drama | Romance,en,1.95686,Miramax Films | Populist Pictures | Monophonic Inc.,United States of America,2506446,96.0,Released,Full Frontal,4.8,26,David Duchovny | Nicky Katt,2002,Steven Soderbergh,Scott Kramer
0,Horror,17994,Horror,en,7.151154,Unknown,United Kingdom | United States of America,0,98.0,Released,Witchboard,5.9,58,Stephen Nichols | Tawny Kitaen,1986,Kevin Tenney,
2000000,Romance | Drama | Comedy,1378,Romance | Drama | Comedy,en,14.846001,Fortissimo Films | Process Productions | Q Television,United States of America,5179037,101.0,Released,Shortbus,6.3,140,Sook-Yin Lee | Paul Dawson,2006,John Cameron Mitchell,John Cameron Mitchell
2000000,Drama | Animation | War,8885,Drama | Animation | War,he,14.08251,Les Films d'Ici | Bridgit Folman Film Gang | Razor Film Produktion,Israel | France | Germany,11125849,90.0,Released,Waltz with Bashir,7.8,291,Ari Folman | Ron Ben-Yishai,2008,Ari Folman,Gerhard Meixner
2000000,Unknown,48382,Unknown,en,0.031947,Unknown,Unknown,1672730,120.0,Released,"The Book of Mormon Movie, Volume 1: The Journey",5.0,2,Kirby Heyborne | Michael Flynn,2003,,
2000000,Documentary,12901,Documentary,en,2.283796,Unknown,Unknown,1431623,102.0,Released,No End in Sight,7.2,23,Campbell Scott | Gerald Burke,2007,Charles Ferguson,
2000000,Drama | Romance,250124,Drama | Romance,en,18.224326,Caviar Films | Cold Iron Pictures | Archer Gray,United States of America,1477002,98.0,Released,The Diary of a Teenage Girl,6.8,279,Bel Powley | Kristen Wiig,2015,Marielle Heller,Anne Carey
2000000,Documentary,14284,Documentary,en,3.43159,Film4 | Passion Pictures | Discovery Films,United Kingdom | United States of America,0,109.0,Released,In the Shadow of the Moon,7.6,31,Buzz Aldrin | Michael Collins,2007,David Sington,
0,Drama | Western,57120,Drama | Western,en,4.749885,Film Science | Evenstar Films | Oscilloscope Laboratories,United States of America,876302,104.0,Released,Meek's Cutoff,6.5,77,Michelle Williams | Bruce Greenwood,2010,Kelly Reichardt,Neil Kopp
